timestamp,stepresult,id
1615784004878,-FACJ,IEBCJGGHCAJGFBACICA
1615858323670,-FACJ,IFICEEAAAGBABDFAJIH
1615858500769,-FACJ,IFICEEAAAGBABDFAJIH
1615858700963,-FACJ,IFICEEAAAGBABDFAJIH
1615869262775,B,BEEDAACIFDHBGDJFAFE
1615869018019,-FACJ,IIJEFIIIIHIHDECCFE
1615788507661,-FACJ,HGCFFJFABJGAGBCBDGI
1615896059322,-FACJ,ECCAFJEBEBGJIHHAJEJ
1615790516265,-FACJ,BCAFDAADFJIDEBAIAIB
1615791010000,-FACJ,BCAFDAADFJIDEBAIAIB
1615892165904,-EBFF,GFGFJEEGEEFIJBCABFA
1615882000316,-FAFF,CGHEHJGFCAEHFJGJID
1615882156343,-EBFF,CGHEHJGFCAEHFJGJID
1615776920216,-FACJ,CGBGEDCBCEADDEJGGFA
1615772936119,-FACJ,HGBAFABJHGBIBABIFIC
1615776323954,-EBFF,IHEFAEGHIDFBDBCGHCF
1615776484299,B,IHEFAEGHIDFBDBCGHCF
1615778216459,-FACJ,DFFBFHFGICIHHGIIFHI
1615888648173,B,HHGGAAHHBFBIAHDCAJF
1615819651480,B,JHEFHBFEIEBDBIDGGBJ
1615828227156,-EBFF,EBIGEAAEECICEHBJEEH
1615838841897,-EBFF,GCBGGGIADEIJBEJFDE
1615838968519,-FAFB,GCBGGGIADEIJBEJFDE
1615867914997,-FACJ,DJGEIBAICGBECIDEHII
1615821340409,-FAFB,IBCJCBAHIFGDGBDIJIF
1615821556142,-FAJE,IBCJCBAHIFGDGBDIJIF
1615821807657,-FAIH,IBCJCBAHIFGDGBDIJIF
1615821824372,-EBFF,IBCJCBAHIFGDGBDIJIF
1615881625455,-EBFF,IBCJCBAHIFGDGBDIJIF
1615777377824,-FAFF,GBFHJEHHBCDACGJCJII
1615777599673,-FAFF,GBFHJEHHBCDACGJCJII
1615777851707,-FAJE,GBFHJEHHBCDACGJCJII
1615778193550,B,GBFHJEHHBCDACGJCJII
1615831497589,-FACJ,BAHCHAHFBHAHIHHDJBG
1615888523269,-EBFF,FBJIFFJIFFHHAIDJHJJ
1615889647158,-EBFF,FBJIFFJIFFHHAIDJHJJ
1615790210750,-FAFF,CIBEIHHAJBGIBJDABCB
1615833684777,-FAJE,BGCBJJJDBEFBBDJAJEB
1615744870879,-FACJ,FJJBAFIIJEDIGEHBFI
1615746321062,-FACJ,FJJBAFIIJEDIGEHBFI
1615760871615,-FACJ,FJJBAFIIJEDIGEHBFI
1615777721994,-FABF,FJJBAFIIJEDIGEHBFI
1615818765004,-FACJ,IHEDJAECEIDGGDDDCFB
1615818877152,-FACJ,IHEDJAECEIDGGDDDCFB
1615868483453,-EBFF,CBEFGHDFIEDEEHFJADF
1615871309197,-FABF,ECBDECJGJADIBIBHJED
1615873239318,B,ECBDECJGJADIBIBHJED
1615798875624,-FABF,CBIFDEEGHDHJHACICFF
1615774950312,-FACJ,DCCACFDJFGBDIECJACH
1615806102737,-FACJ,FHBJABHJHHDHAGHBBBB
1615863687552,-FAJE,HDBHCACBECHEDIGEHGA
1615867094170,B,JABBDGBGIFFJHAIFHEC
1615872747097,-FAFB,JABBDGBGIFFJHAIFHEC
1615872894840,-EBFF,JABBDGBGIFFJHAIFHEC
1615873195862,B,JABBDGBGIFFJHAIFHEC
1615785897323,-FABF,DFHFIDEIJBEAJFJCI
1615801525012,B,FJJGGHDJDDCCHHJJGI
1615825877031,-FACJ,JJAEDFEEIHFDECHEHDI
1615825933382,-FACJ,JJAEDFEEIHFDECHEHDI
1615827053184,-EBFF,JJAEDFEEIHFDECHEHDI
1615827181858,-FAJE,JJAEDFEEIHFDECHEHDI
1615887739770,B,GJCBFBIGIIJIJGADHDJ
1615805858839,B,HJCDJFFIGJIGEAEHIAG
1615807772567,-FACJ,JAJDFHDIAFJHGBAHIGC
1615807967624,-FAJE,JAJDFHDIAFJHGBAHIGC
1615808166977,-FAFF,JAJDFHDIAFJHGBAHIGC
1615857822537,-FACJ,IBECBIJEHIEGAIIIFHB
1615858099347,-EBFF,IBECBIJEHIEGAIIIFHB
1615858232398,-FABF,IBECBIJEHIEGAIIIFHB
1615804742470,-FABF,BHABFJDEDHHDIIEHIHI
1615881360351,-FACJ,BHABFJDEDHHDIIEHIHI
1615882760593,-FACJ,BHABFJDEDHHDIIEHIHI
1615868323410,-FACJ,JACHBADJJBEHFFIJGIA
1615897003914,-FACJ,BEGAJEGAACCHJEHFBAC
1615797947833,-FAJE,HBJDIECJDDJAGFGIAB
1615896110180,-FAJE,BGAECCBFIJDBGFJDAAG
1615896346419,-EBFF,BGAECCBFIJDBGFJDAAG
1615896636161,-FAFF,BGAECCBFIJDBGFJDAAG
1615878218053,-FACJ,BBCEJCIGEICBADCJHBB
1615887503954,-FACJ,BBCEJCIGEICBADCJHBB
1615819075955,B,GFAHAIGBAEIIICJCGEJ
1615871951762,-FACJ,JHJFAJIGDFGDGCBJGHJ
1615811610275,-FACJ,FBGJBGDIBGDGCDFCDFD
1615888496120,-FAIH,CFDFHCCFJAJHBDHIAJD
1615807786120,B,ICCJCHJFHFDJJHDEBHH
1615811904369,-FABF,EAJICIBGCBCIEAFAAHJ
1615812156886,-FACJ,EAJICIBGCBCIEAFAAHJ
1615863623634,-FABF,FDDABAIFJAEIEJCJDAH
1615864056623,-FABF,FDDABAIFJAEIEJCJDAH
1615864762515,-FAJE,FDDABAIFJAEIEJCJDAH
1615864948426,-FAFB,FDDABAIFJAEIEJCJDAH
1615865105786,B,FDDABAIFJAEIEJCJDAH
1615779123544,B,DCIBGJDJGDICGGCFHCE
1615809162280,-EBFF,JCEEGJIAJEBEBDCGAJ
1615787020142,-EBFF,GJEHAIHCCBACFAIABGB
1615861614532,-FAIH,DFABHHEIHGHFJDDIHE
1615862515112,-FAFF,DFABHHEIHGHFJDDIHE
1615862769242,-FABF,DFABHHEIHGHFJDDIHE
1615862908332,-EBFF,DFABHHEIHGHFJDDIHE
1615862976933,-EBFF,DFABHHEIHGHFJDDIHE
1615863251758,-FAFB,DFABHHEIHGHFJDDIHE
1615883731952,-FACJ,BFDBAIICCHIHDBFBDJI
1615778981149,B,BDHGBGCAAEIGIJDDHJG
1615811799823,-FACJ,CCAGDFIDIAJEHEFHIJF
1615853410591,-FAJE,IECIHEGFDJGACBGCFEJ
1615853560127,B,IECIHEGFDJGACBGCFEJ
1615782151868,-FACJ,BJGEGBDEHFIAAGJJBJC
1615782254118,-FACJ,BJGEGBDEHFIAAGJJBJC
1615782377862,-FACJ,BJGEGBDEHFIAAGJJBJC
1615806245676,-FACJ,BJGEGBDEHFIAAGJJBJC
1615806475062,-FACJ,BJGEGBDEHFIAAGJJBJC
1615807291664,-FACJ,BJGEGBDEHFIAAGJJBJC
1615811834862,-FAJE,CBIDJBIFEHJIGGEIFAC
1615861670575,B,CBIDJBIFEHJIGGEIFAC
1615886426412,-FACJ,GFGFAGCBIAJHEAFJGHC
1615886738670,-FACJ,GFGFAGCBIAJHEAFJGHC
1615793525437,-FAJE,JFABCGDEAHHCJHDHAIJ
1615802695708,-FABF,JIJIGCCCFIDIBDFFCGG
1615802952119,-FACJ,JIJIGCCCFIDIBDFFCGG
1615803445989,-FAFF,JIJIGCCCFIDIBDFFCGG
1615803727691,-EBFF,JIJIGCCCFIDIBDFFCGG
1615783029060,-EBFF,DFCCFIGDADBABBJEGAE
1615783321728,-FABF,DFCCFIGDADBABBJEGAE
1615784710117,-EBFF,DFCCFIGDADBABBJEGAE
1615890425794,-FACJ,JAIJCHCACCFFDJFJAFD
1615819715333,-FACJ,FCDIHJDBAJCFDAGEFGA
1615819846254,-FACJ,FCDIHJDBAJCFDAGEFGA
1615809580638,-FAFF,IAIEIDIAHIIIJFCEEDF
1615809784369,-EBFF,IAIEIDIAHIIIJFCEEDF
1615809948542,B,IAIEIDIAHIIIJFCEEDF
1615746703831,-EBFF,BGJDJBICBBFGJBDHDJE
1615828835936,-FACJ,CEDJIDFCJCGABBHHFIF
1615829001081,-FACJ,CEDJIDFCJCGABBHHFIF
1615829958911,-FACJ,CEDJIDFCJCGABBHHFIF
1615830641179,-FACJ,CEDJIDFCJCGABBHHFIF
1615830853275,-FACJ,CEDJIDFCJCGABBHHFIF
1615831021780,-FACJ,CEDJIDFCJCGABBHHFIF
1615831410844,-FACJ,CEDJIDFCJCGABBHHFIF
1615831747948,-FACJ,CEDJIDFCJCGABBHHFIF
1615831865265,-FACJ,CEDJIDFCJCGABBHHFIF
1615833505937,-FACJ,CEDJIDFCJCGABBHHFIF
1615837412126,-FACJ,CEDJIDFCJCGABBHHFIF
1615851289974,-FACJ,BGIHJJEFBIJHBEHJGII
1615851901130,-FACJ,BGIHJJEFBIJHBEHJGII
1615868348992,-FAFF,JFHHBCBEIFEAHBJECGC
1615868504518,-FAFB,JFHHBCBEIFEAHBJECGC
1615868634786,-FAFF,JFHHBCBEIFEAHBJECGC
1615892161660,-FACJ,BEFFCIECGIIHEBBGEAF
1615892316077,-FACJ,BEFFCIECGIIHEBBGEAF
1615798757806,-FAFF,HGHFIDAFJCDDADJJHG
1615802372043,-FABF,IBAIJJBFEDEJHCCHFEH
1615802650622,-FACJ,IBAIJJBFEDEJHCCHFEH
1615820047080,-FACJ,JAGCIGHHBBEBHDGEGJB
1615820306696,-FACJ,JAGCIGHHBBEBHDGEGJB
1615820698162,-FACJ,JAGCIGHHBBEBHDGEGJB
1615871617379,-FACJ,CFFCJGJEJHDAFEIHBBB
1615876920991,B,CFFCJGJEJHDAFEIHBBB
1615865128289,-FAJE,BIAGIBBHCCBDEGGCGIA
1615868491832,-FAIH,HBGJECJACADCCDADFCF
1615868592899,-FAIH,HBGJECJACADCCDADFCF
1615868692600,-FAIH,HBGJECJACADCCDADFCF
1615882350785,-FACJ,FGFIJCEHCBDJFBJFIAF
1615889842557,-FAFF,JJIIBHABBCJDEDFJDHA
1615749245575,-EBFF,CGHJDFBDHIJGDCBJJCC
1615750260206,-FAFB,CGHJDFBDHIJGDCBJJCC
1615750759208,-FAFB,CGHJDFBDHIJGDCBJJCC
1615794822043,-EBFF,EBJIJIBGIAAECFECDBI
1615803817523,-EBFF,EBJIJIBGIAAECFECDBI
1615804140120,-EBFF,EBJIJIBGIAAECFECDBI
1615804243105,-FAFF,EBJIJIBGIAAECFECDBI
1615804463462,-FADB,EBJIJIBGIAAECFECDBI
1615809287292,-FABF,GBBHAEBEBDJHFIDJHEE
1615809486606,-EBFF,GBBHAEBEBDJHFIDJHEE
1615809551125,-FAFF,GBBHAEBEBDJHFIDJHEE
1615809988179,-FAFF,GBBHAEBEBDJHFIDJHEE
1615897669852,-FAJE,BDHBGCEBHBEAFJIECBI
1615789235752,-EBFF,IHDIHBBCDCGJAGEJID
1615789341758,-EBFF,IHDIHBBCDCGJAGEJID
1615789501274,-EBFF,IHDIHBBCDCGJAGEJID
1615806870362,-EBFF,IHDIHBBCDCGJAGEJID
1615858060005,-FACJ,EBHJIADGBJDAIJFICGJ
1615892403490,-FACJ,EBHJIADGBJDAIJFICGJ
1615893655399,-FACJ,EBHJIADGBJDAIJFICGJ
1615785781275,-FACJ,DBJDBCECAFBCHGGBCGE
1615785951367,-FABF,DBJDBCECAFBCHGGBCGE
1615786043166,-FACJ,DBJDBCECAFBCHGGBCGE
1615786156364,-FACJ,DBJDBCECAFBCHGGBCGE
1615796491257,-FACJ,GHDCICICEAGCAFDEBHC
1615790323178,-FACJ,FDGACADIEDJJHGBCEGI
1615773466666,-FAFF,GFFIIIJJIDJHDACGDIC
1615773740688,-FABF,GFFIIIJJIDJHDACGDIC
1615773802180,-FAFF,GFFIIIJJIDJHDACGDIC
1615864797383,B,JGEFFADFADBHACIACEA
1615879549114,-FACJ,JBBBCEDFGEJCIIDDDJE
1615891330563,-EBFF,DCIFFFDFJHFIBJHJFBF
1615804155856,-FABF,DGIECCCAEECDJGBFECE
1615804211977,-FAJE,DGIECCCAEECDJGBFECE
1615804400355,-EBFF,DGIECCCAEECDJGBFECE
1615804584037,-EBFF,DGIECCCAEECDJGBFECE
1615826809066,-FACJ,BHIIHAGFIFEHAFEHC
1615827003905,B,BHIIHAGFIFEHAFEHC
1615801464050,-FACJ,GBGEIGFHADJJDIAGGHG
1615823520049,-FACJ,GBGEIGFHADJJDIAGGHG
1615860918469,-FACJ,BIFDFDIGIHECCAEEBIG
1615807295604,-FAJE,IJBJHJFFICBEDJDDDJ
1615807455510,-FAFF,IJBJHJFFICBEDJDDDJ
1615857741236,-FACJ,IJDAACGDAHECBBJIFEI
1615857959803,-EBFF,IJDAACGDAHECBBJIFEI
1615744926519,-FAFF,JHCHBHFFEAIGEIHAIAB
1615867868841,-FACJ,HFJEGECCJAJJEJGBEAC
1615868156172,-FACJ,HFJEGECCJAJJEJGBEAC
1615865479606,-FACJ,BAEDEFHHAFAHDAFJDAE
1615883774655,-FACJ,BAEDEFHHAFAHDAFJDAE
1615878570589,-FACJ,FHBIBCGIJBECFFFEICF
1615878705336,-FACJ,FHBIBCGIJBECFFFEICF
1615870794449,-FAFF,JIAEFAIBHIBHHIIICJF
1615870992690,-FABF,JIAEFAIBHIBHHIIICJF
1615871236527,-EBFF,JIAEFAIBHIBHHIIICJF
1615871598696,-FAFF,JIAEFAIBHIBHHIIICJF
1615873122064,-EBFF,JIAEFAIBHIBHHIIICJF
1615801064942,-EBFF,FDHDJFDJICIDHCIBEA
1615814241800,-FACJ,FDICIHAHFEDIJCIHEEC
1615785774782,-FABF,JIGEDCFJBGFDBDAFJDC
1615787315652,-FACJ,JIGEDCFJBGFDBDAFJDC
1615787952040,-EBFF,JIGEDCFJBGFDBDAFJDC
1615788168393,B,JIGEDCFJBGFDBDAFJDC
1615770529206,-FACJ,DHHCEFHFAJCDAJGJCHE
1615770657923,-FACJ,DHHCEFHFAJCDAJGJCHE
1615800074855,-FAJE,FAEBEHGEFDCFEHGBGDD
1615807095872,-FAFF,BFAACIEJECBJEAIEGIE
1615807483125,B,BFAACIEJECBJEAIEGIE
1615794057845,-FABF,FIFCIAHBACFIHFJCDIG
1615794240434,-FAFB,FIFCIAHBACFIHFJCDIG
1615861468363,-FACJ,JDAAAAEIHDIGEBDHBCH
1615883708591,-EBFF,HFGDGDGBGCJJBBJFFDC
1615884087635,-FAJE,HFGDGDGBGCJJBBJFFDC
1615888431447,-FACJ,FFJFDBIEAJCJAAGDED
1615856253560,-FAJE,DEGJAIBDGECBBACEDCA
1615856365225,-EBFF,DEGJAIBDGECBBACEDCA
1615856400726,-EBFF,DEGJAIBDGECBBACEDCA
1615863687962,-EBFF,DEGJAIBDGECBBACEDCA
1615872704186,-FACJ,JDDEEIDBJDBEDHADHED
1615891131662,-EBFF,CIBCCGHDGEEHFIGCAEC
1615780344757,-FACJ,IEDIGFJDJIABDGABGAH
1615822258933,-FAJE,BAJJBDDEDEGFBFJDAEJ
1615822449798,B,BAJJBDDEDEGFBFJDAEJ
1615868301380,-FACJ,DHCJGIGAFFFGDADAHHE
1615873457061,-FACJ,GBBDHDIBAGBFCDIGJFB
1615873632715,B,GBBDHDIBAGBFCDIGJFB
1615806486593,-EBFF,IEJFGIJJAGFIBABDBAC
1615808041264,B,IEJFGIJJAGFIBABDBAC
1615802908012,-FACJ,FBHGGHHIEIBHHHGGDAA
1615803174175,-FAFB,FBHGGHHIEIBHHHGGDAA
1615803399250,-FABF,FBHGGHHIEIBHHHGGDAA
1615807699987,B,FBHGGHHIEIBHHHGGDAA
1615865797803,-EBFF,BHGCJIHECFBJBACACCC
1615866078682,-FAFF,BHGCJIHECFBJBACACCC
1615835441760,-FACJ,GIFFBDCJGBFFJJAJEGE
1615888833414,B,FFIDBDEDICFJGGBDFFC
1615866546920,-FACJ,JEEECCBECCJDIDDIAEB
1615866779656,-FAJE,JEEECCBECCJDIDDIAEB
1615866997198,B,JEEECCBECCJDIDDIAEB
1615866975099,-FACJ,BJGJDEJHCFCIFEGHBCE
1615867087678,-FACJ,BJGJDEJHCFCIFEGHBCE
1615867288416,B,BJGJDEJHCFCIFEGHBCE
1615867477890,-EBFF,BJGJDEJHCFCIFEGHBCE
1615867765132,-EBFF,BJGJDEJHCFCIFEGHBCE
1615869022006,B,BJGJDEJHCFCIFEGHBCE
1615886040928,-FACJ,DHIAIBCCHACJBHEBHEF
1615874608095,-FACJ,FIGDHIGGJHCHDEJHGEB
1615874958106,-FACJ,FIGDHIGGJHCHDEJHGEB
1615875242938,-FAJE,FIGDHIGGJHCHDEJHGEB
1615889918731,-EBFF,FIGDHIGGJHCHDEJHGEB
1615866916311,-FAFF,IECHHEEBEHFCGHJIFEA
1615867108311,-BAEDB,IECHHEEBEHFCGHJIFEA
1615861371627,-EBFF,DIHJHCEEEJDBJHGHHE
1615794114990,-FACJ,JEHHEHAAHFDHADDDACC
1615860299258,-FABF,CGFJFAEJJEDCCGEDACB
1615891875287,-EBFF,JIJAJGIDIDAJDDGBIEF
1615769262874,-FAFF,GIBHFFFEIHEAIABJFFB
1615894455551,B,BDGIFDJDBCBHGEBIJFD
1615807920157,-EBFF,EBAGJACEDJGFJECCACH
1615803744156,-FACJ,BHHFBDBDHDCBJHBJDJF
1615803807284,-FACJ,BHHFBDBDHDCBJHBJDJF
1615804090508,-FACJ,BHHFBDBDHDCBJHBJDJF
1615808520253,-FACJ,BDAEABDIHJIDADAJCG
1615864340373,-FABF,JIGJFJBFBJFAJIBBCAE
1615862183007,-FABF,BBGGBICFBJDDFEGABGJ
1615786268055,-EBFF,BAACFAHHCDFIHAAACCG
1615815883110,-BAEDB,JEDJAFIACCBJGGCFAHJ
1615816049420,B,JEDJAFIACCBJGGCFAHJ
1615897802657,B,JEDJAFIACCBJGGCFAHJ
1615883043442,-FACJ,CAABACHCFEEEECGICDI
1615774684021,-FACJ,JDIEDIDEAGGAJAEIEHH
1615886803685,-FACJ,IIIBFAGIAAAJFHDICFA
1615867608314,-FAFF,JGBJEDFDICBFIEBFAA
1615867859068,B,JGBJEDFDICBFIEBFAA
1615865052137,-EBFF,IJFGHHBHCJAJEABDCHB
1615749501646,-FACJ,GEJCHADJDJBIDEFCEBJ
1615749567825,-FACJ,GEJCHADJDJBIDEFCEBJ
1615749768150,B,GEJCHADJDJBIDEFCEBJ
1615885035024,-FAFF,CBADAGEAGFBDIFFDBII
1615872908265,-FACJ,FBAEGIHBIEIHGJGJIAC
1615889226256,-FAFF,GAEEHHIDGEGIDAGDCHH
1615889991693,-FACJ,EBGAHDFFEIBJIAAFCCG
1615889835122,-FABF,IFJADHAAIGAJAAJDHCG
1615889922514,-FACJ,IFJADHAAIGAJAAJDHCG
1615887590004,B,BCBGBJJJAHBBBBJACGH
1615813145459,-FAFF,DDGJCCGCCHJHBDJHBEF
1615813315854,B,DDGJCCGCCHJHBDJHBEF
1615877360048,-FACJ,HJBFABFIJDHCDIDJACI
1615812037969,-EBFF,HJEICAFDCCJICIBGDCF
1615793937895,-FACJ,GJGCHJJIFADGAGDICAD
1615794140178,-FAFF,GJGCHJJIFADGAGDICAD
1615794263899,-FAFF,GJGCHJJIFADGAGDICAD
1615794422045,-EBFF,GJGCHJJIFADGAGDICAD
1615794522820,-EBFF,GJGCHJJIFADGAGDICAD
1615794639051,-EBFF,GJGCHJJIFADGAGDICAD
1615794800501,-EBFF,GJGCHJJIFADGAGDICAD
1615795538670,-EBFF,GJGCHJJIFADGAGDICAD
1615796356221,-FAFF,GJGCHJJIFADGAGDICAD
1615796537277,-EBFF,GJGCHJJIFADGAGDICAD
1615796578543,-EBFF,GJGCHJJIFADGAGDICAD
1615796703141,-EBFF,GJGCHJJIFADGAGDICAD
1615857767152,-FABF,GEEHJJCGFBJEFECGAEG
1615859086774,-FACJ,DBCDBJDJEIIDEFFEEGJ
1615859232499,-FACJ,DBCDBJDJEIIDEFFEEGJ
1615859544053,-FAJE,DBCDBJDJEIIDEFFEEGJ
1615778115212,-FABF,EBGADBBFDACJICHIIGI
1615778272020,-FACJ,EBGADBBFDACJICHIIGI
1615778820821,-FACJ,EBGADBBFDACJICHIIGI
1615798225369,-FABF,EBGADBBFDACJICHIIGI
1615798227166,-EBFF,CIIADHHIHHGCEDBGFDA
1615798550683,-FAFF,CIIADHHIHHGCEDBGFDA
1615784435719,-FABF,JAHGBAHGAFFJGCGBCBA
1615784998087,-FAFF,JAHGBAHGAFFJGCGBCBA
1615785356369,-FABF,JAHGBAHGAFFJGCGBCBA
1615786089457,-EBFF,JAHGBAHGAFFJGCGBCBA
1615786464730,-EBFF,JAHGBAHGAFFJGCGBCBA
1615801509417,-FAFF,BEEDEEDGHJBFCDGDCDE
1615786439277,-FACJ,ICHIBHJFHJGBCEEGCGG
1615786613146,-FACJ,ICHIBHJFHJGBCEEGCGG
1615787250551,-FACJ,ICHIBHJFHJGBCEEGCGG
1615866760415,-FABF,JAFAAJHFGCHDFCFFJCD
1615888493917,-FACJ,JAFAAJHFGCHDFCFFJCD
1615889207959,-FABF,JAFAAJHFGCHDFCFFJCD
1615806733467,-FACJ,FAICGHCICAGADCHCDIG
1615891035993,-FAJE,IACGCHFFCFEAAGADEC
1615891192678,-FAFF,IACGCHFFCFEAAGADEC
1615831779813,-EBFF,JGECEIAIAJCHGHCACDF
1615886462081,-FABF,JEIADFAECFDIJHIIICC
1615886743820,-FACJ,JEIADFAECFDIJHIIICC
1615860666278,-FACJ,BCJADJGJCEEJBBHFJCB
1615860908748,-FACJ,BCJADJGJCEEJBBHFJCB
1615799864305,B,FFJCIHGCIHGBBHCAGBF
1615870504161,-FACJ,JFBDGHHHFHHJAGCAII
1615828979395,-FACJ,IGCBJDBDHBFFAIECFCG
1615829063194,-FACJ,IGCBJDBDHBFFAIECFCG
1615867674117,-FACJ,DHCIIEEAAAJDECJCHJA
1615828251989,-FACJ,GJFIBBJGBFGJEEHDHBG
1615800207860,-FABF,EBFIGBHDJEEDBDJBBDI
1615800615787,-FABF,EBFIGBHDJEEDBDJBBDI
1615779325525,-FACJ,GAJFGCDJBGBCJFFGEHD
1615885198409,-FACJ,GAJFGCDJBGBCJFFGEHD
1615882732615,-EBFF,BEDCHGGFEJDEAIEEGAE
1615882958773,-EBFF,BEDCHGGFEJDEAIEEGAE
1615880951349,B,JDGFJJIHCAADGACHBAC
1615805704141,-FACJ,GIIJJBBIIBCIEGCDCDD
1615805824078,-FACJ,GIIJJBBIIBCIEGCDCDD
1615806030196,-FAFB,GIIJJBBIIBCIEGCDCDD
1615808213135,-FAFF,GIIJJBBIIBCIEGCDCDD
1615808319934,-EBFF,GIIJJBBIIBCIEGCDCDD
1615808531269,-EBFF,GIIJJBBIIBCIEGCDCDD
1615808742589,-EBFF,GIIJJBBIIBCIEGCDCDD
1615808867950,-FAFB,GIIJJBBIIBCIEGCDCDD
1615861584540,B,BBAEBGCJECJFJEABIAH
1615778636382,B,FCDEBECGFCICFDAAHDJ
1615819260837,B,HEDGACBJHDFFBCGEHDH
1615865576411,-FACJ,HIFGECDGGCEAGCDJGEA
1615750077668,B,FDIJCGHACDCIFCIEJFE
1615798324904,-FACJ,GAIGHBHHBAAJAEIBCEE
1615814761987,-FACJ,CEDDFGHGJBDAGHFJFFH
1615814810329,-FACJ,CEDDFGHGJBDAGHFJFFH
1615814845802,-FACJ,CEDDFGHGJBDAGHFJFFH
1615814921968,-FACJ,CEDDFGHGJBDAGHFJFFH
1615814980499,-FACJ,CEDDFGHGJBDAGHFJFFH
1615815061251,-FACJ,CEDDFGHGJBDAGHFJFFH
1615815243207,-FACJ,CEDDFGHGJBDAGHFJFFH
1615815272998,-FACJ,CEDDFGHGJBDAGHFJFFH
1615780936757,-FAFF,IBJCFAHCIDCFIIEEGDG
1615781793113,B,IBJCFAHCIDCFIIEEGDG
1615891933104,-FACJ,CHGIAGEDFAEBGAJGGCF
1615874356803,-FAFF,JIJEEADFAGFGEFECDCF
1615874515850,B,JIJEEADFAGFGEFECDCF
